Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
288,US,Clean Cities and Communities ,"The mission of Clean Cities and Communities is to foster the economic,
environmental, and energy security of the United States by working
locally to advance affordable, domestic transportation fuels and
technologies. Nearly 100 volunteer coalitions carry out this mission by
developing public/private partnerships to promote alternative and
renewable fuels, idle-reduction measures, fuel economy, improvements,
and emerging transportation technologies. Clean Cities and Communities
provides information about funding opportunities, coordinates technical
assistance projects, updates and maintains databases and websites, and
publishes technical and informational materials. For more information,
see the [Clean Cities and Communities](https://cleancities.energy.gov/)
website.
",,,false,21,Programs,U.S. Department of Energy,,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|NEVS|PHEV|LPG,GNT|OTHER,"",STATION|AFP|PURCH|MAN|FLEET|GOV|IND,"",,
324,US,Clean Construction and Agriculture,"Clean Construction is a voluntary program that promotes the reduction of
diesel exhaust emissions from construction equipment and vehicles by
encouraging proper operations and maintenance, use of emissions-reducing
technologies, and use of cleaner fuels.

Clean Agriculture is a voluntary program that promotes the reduction of
diesel exhaust emissions from agricultural equipment and vehicles by
encouraging proper operations and maintenance by farmers, ranchers, and
agribusinesses, use of emissions-reducing technologies, and use of
cleaner fuels.

Clean Construction and Clean Agriculture are part of the U.S.
Environmental Protection Agency\'s [Diesel Emissions Reduction Act
(DERA) Program](http://www.epa.gov/cleandiesel/), which offers funding
for clean diesel construction and agricultural equipment projects.

For more information, see the [Reducing Diesel Emissions from
Construction and
Agriculture](https://www.epa.gov/dera/reducing-diesel-emissions-construction-and-agriculture)
website.
",,,false,34,Programs,U.S. Environmental Protection Agency,,,,,"",BIOD|ELEC|HEV|HY|NG|PHEV|LPG,GNT,"",PURCH|FLEET|OTHER,"",,
13359,MI,Clean Diesel Grant,"The Michigan Department of Environment, Great Lakes, and Energy (EGLE)
provides schools districts, businesses, local government entities,
nonprofit organizations, tribal organizations, and other qualifying
entities with grants to replace medium- and heavy-duty diesel vehicles
with hybrid, alternative fuel, and zero emission vehicles. Eligible
projects include on-road, non-road, and marine vehicle, engine, and
equipment replacements. Priority will be given to applicants located in
environmental justice communities. For more information, including
additional eligibility requirements, see the EGLE [Michigan Clean Diesel
Program](https://www.michigan.gov/egle/about/organization/materials-management/pollution-prevention/transportation/clean-diesel-initiative)
website.
",,,false,4,State Incentives,"",2023-10-27 20:24:36 UTC,,,,"",ELEC|HEV|HY|NG|LPG,GNT,"",FLEET|GOV|OTHER|TRANS|TRIBAL,"",,
12325,WI,Clean Diesel Grant Program,"The Wisconsin Department of Natural Resources (DNR) provides U.S.
Environmental Protection Agency Diesel Emission Reduction Act (DERA)
funding for projects that reduce diesel emissions in Wisconsin. Funding
for 25% to 100% of eligible projects costs is available to businesses,
nonprofits, and public entities that reduce diesel emissions by
replacing engines, retrofitting exhaust controls, purchasing new
vehicles, or installing idle reduction equipment. Eligible projects
include school buses, transit buses, and non-road engines, equipment, or
vehicles. For more information, including funding amounts and
application details, see the DNR [Clean Diesel Grant
Program](https://dnr.wi.gov/Aid/CleanDiesel.html) website.
",,,false,19,State Incentives,"",2019-12-11 15:43:33 UTC,,,,Vehicle Purchase and Infrastructure Development Incentives,BIOD|ELEC|IR|NG|PHEV|LPG,GNT,"",FLEET|GOV|TRANS,"",,
12637,CO,Clean Energy Career Program,"The State Council and the Colorado Department of Natural Resources must
create an industry driven energy sector career pathway for
implementation before the 2022-2023 academic year. The energy sector
includes occupations and activities relating to the development,
installation, and maintenance of products or technologies in the areas
of electric vehicles, electric vehicle supply equipment, hydrogen fuel
cell technology, and renewable natural gas.

(Reference [Colorado Revised Statutes 42-46.3-501](https://leg.colorado.gov/))",,,false,109,Laws and Regulations,"",2021-07-14 03:25:51 UTC,,,,"",ELEC|HY|NG|PHEV,"",OTHER,OTHER,https://leg.colorado.gov/bills|https://leg.colorado.gov/,,
12676,MD,Clean Energy Grants,"The Maryland Smart Energy Communities (MSEC) program, administered by
the Maryland Energy Administration (MEA), offers local governments
grants for transportation-related projects, including the purchase of
new electric vehicles (EVs) or alternative fuel vehicles and the
installation of EV chargers. Grants are available in the following
amounts:

::: {data-align=""center""}
  Project Type                                                           Maximum Grant Award
  -------------------------------------------------------------------- ------------------------
  Purchase of a New EV with an All-Electric Range of up to 199 Miles     \$3,750 per vehicle
  Purchase of a New EV with an All-Electric Range of Over 200 Miles      \$7,500 per vehicle
  EV Charging Equipment and Installation                                \$6,000 per EV charger
:::

Communities may apply for funding for multiple projects for a maximum
grant award of \$55,000 per project, or communities may apply for up to
\$150,000 for a single project. Additional requirements may apply. For
more information, including requirements and application deadline, see
the MEA
[MSEC](https://energy.maryland.gov/govt/Pages/smartenergycommunities.aspx)
website.
",,,false,10,State Incentives,"",2021-09-30 16:21:40 UTC,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GNT,"",GOV,"",,
13225,AR,Clean Fuels Program,"The Arkansas Department of Environmental Quality (DEQ) offers
competitive grants for projects that repower or replace eligible
medium-duty trucks, heavy-duty trucks, or buses with new lower-emitting
alternative fuel technologies through the Clean Fuels Funding Assistance
Program. Eligible alternative fuels include electricity, compressed
natural gas, propane, and hybrid electric vehicles. Public, private, and
non-profit entities are eligible. For more information, including
additional eligibility and cost-share requirements, see the DEQ [Grant
Programs Improving Air
Quality](https://www.adeq.state.ar.us/air/grants.aspx) webpage.
",,,false,,State Incentives,"",2023-05-12 20:03:53 UTC,,,,"",ELEC|HEV|OTHER|LPG,GNT,"",FLEET|GOV|OTHER,"",,
11567,NY,Clean Truck Port Requirements,"Port drayage trucks must meet or exceed Model Year 2014 engine federal
emissions standards to access the Port Authority of New York & New
Jersey (PANYNJ) marine terminals. Drayage trucks operating on liquefied
or compressed natural gas, electricity, or hybrid electric technology
are exempt from these requirements. For purposes of this rule, drayage
trucks are defined as on-road vehicles with a gross vehicle weight
rating of 33,001 pounds or greater and intended to load, unload, or
transport cargo from PANYNJ terminals. Additional rules apply. For more
information, see the PANYNJ [Drayage Truck
Registration](https://www.panynj.gov/port/en/doing-business/port-security/drayage-truck-registration.html)
website.
",,,false,60,Laws and Regulations,"",,,,,"",ELEC|EFFEC|HEV|NG|OTHER|PHEV,"",AIRQEMISSIONS|DREST,FLEET|GOV|IND,"",,
11569,NJ,Clean Truck Port Requirements,"Port drayage trucks must meet or exceed Model Year 2014 engine federal
emissions standards to access the Port Authority of New York & New
Jersey (PANYNJ) marine terminals. Drayage trucks operating on liquefied
or compressed natural gas, electricity, or hybrid electric technology
are exempt from these requirements. For purposes of this rule, drayage
trucks are defined as on-road vehicles with a gross vehicle weight
rating of 33,001 pounds or greater and intended to load, unload, or
transport cargo from PANYNJ terminals. Additional rules apply. For more
information, see the PANYNJ [Drayage Truck
Registration](https://www.panynj.gov/port/en/doing-business/port-security/drayage-truck-registration.html)
website.
",,,false,50,Laws and Regulations,"",2017-12-12 22:15:23 UTC,,,,"",ELEC|EFFEC|HEV|NG|OTHER|PHEV,"",AIRQEMISSIONS|DREST,FLEET|GOV|IND,"",,
5309,TX,Clean Vehicle and Infrastructure Grants,"The Texas Commission on Environmental Quality (TCEQ) administers the
Emissions Reduction Incentive Grants (ERIG) Program as part of the Texas
Emissions Reduction Plan (TERP). The ERIG program provides grants for
various types of clean air projects to improve air quality in the
state's nonattainment areas and other affected counties. Eligible
projects include those that involve replacement, retrofit, repower, or
lease or purchase of new heavy-duty vehicles; alternative fuel
dispensing infrastructure; idle reduction and electrification
infrastructure; and alternative fuel use. For more information,
including application periods, see the TCEQ
[TERP](https://www.tceq.texas.gov/airquality/terp/programs) website.

(Reference [Texas Statutes, Health and Safety Code 386.101-386.117](http://www.statutes.legis.state.tx.us/) and [Texas Administrative Code Title 30 Part 1 Chapter 114 Subchapter K Division 3 Rule 114.620-114.629](http://www.sos.state.tx.us/tac/index.shtml))",,,false,25,State Incentives,"",2018-06-18 15:30:15 UTC,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HY|IR|NG|PHEV|LPG,GNT,"",STATION|FLEET|IND,http://www.statutes.legis.state.tx.us/|http://www.sos.state.tx.us/tac/index.shtml,,
12092,CA,Clean Vehicle Rebate - El Dorado County,"The El Dorado County Air Quality Management District (EDC AQMD) offers
rebates of up to \$599 to residents toward the purchase or lease of a
new zero emission vehicle (ZEV) or partial-ZEV, as defined by the
California Air Resources Board. To qualify, vehicles must be owned or
leased for at least three years within El Dorado County. For more
information, including eligibility requirements, see the EDC AQMD
[Grants and
Incentives](https://www.eldoradocounty.ca.gov/Services/Air-Quality-Grants-Incentives)
website.
",,,false,74,State Incentives,"",2018-11-12 17:43:45 UTC,,,,"",ELEC|HY|NG|PHEV,RBATE,"",IND,"",,
12634,CO,Climate Action Plan,"The Air Quality Control Commission (Commission) must adopt rules and
regulations to meet state-wide goals of reducing greenhouse gas (GHG)
emissions by 26% by 2025, 50% by 2030, and 90% by 2050, compared to 2005
GHG emission levels. To develop rules and regulations, the Commission
must identity and solicit input from communities that are
disproportionally impacted by GHG pollution and environmental risk, such
as minority, low-income, tribal, and indigenous populations. The
Division of Administration of the Department of Public Health and
Environment (Division) must report to the general assembly on a
bi-annual basis regarding the progress towards the GHG reduction targets
and make recommendations on future legislative actions to address
climate change.

On January 14, 2021, the Division released the [GHG Pollution Reduction
Roadmap](https://energyoffice.colorado.gov/climate-energy/ghg-pollution-reduction-roadmap)
with recommendations to reduce GHG pollution in the transportation
sector by 25% by 2025, 40% by 2030, and nearly 100% by 2050 to meet
state-wide GHG emission targets. Recommendations include securing new
revenue to fund infrastructure and incentives for electric cars, trucks,
and buses and that the Colorado Energy Office develop an Electric
Vehicle Equity Study to identify frontline communities who are
disproportionately affected by transportation pollution or experience
barriers to equitably access electric transportation.

(Reference [Colorado Revised Statutes 25-7-102, 25-7-103, and 25-7-105](http://www.lexisnexis.com/hottopics/Colorado/))",,,false,100,Laws and Regulations,"",2021-07-14 00:57:00 UTC,,,,"",ELEC|OTHER,"",CCEINIT,OTHER|TRIBAL,http://www.lexisnexis.com/hottopics/Colorado/,,
12760,DE,Climate Action Plan,"The Delaware Department of Natural Resources and Environmental Control
(DNREC) released the [Delaware Climate Action
Plan](https://documents.dnrec.delaware.gov/energy/Documents/Climate/Plan/Delaware-Climate-Action-Plan-2021.pdf)(Plan)
with strategies and actions the state can take to reduce greenhouse gas
(GHG) emissions by 26% to 28% from 2005 levels by 2025. The Plan
includes reducing transportation sector GHG emissions by promoting the
shift to zero emission vehicles and expanding access to vehicle charging
infrastructure. The Plan also recommends a goal of 17,000 electric
vehicle sales per year by 2030. For more information, see the DNREC
[Climate Action Plan](https://dnrec.alpha.delaware.gov/climate-plan)
page.
",,,false,63,Laws and Regulations,"",2021-12-13 15:09:28 UTC,,,,"",ELEC|HEV|PHEV,"",CCEINIT|OTHER,OTHER,"",,
12960,CO,Colorado's National Electric Vehicle Infrastructure (NEVI) Planning,"The U.S. Department of Transportation's (DOT) [NEVI Formula
Program](https://afdc.energy.gov/laws/12744) requires the Colorado
Department of Transportation (CDOT) to submit an annual EV
Infrastructure Deployment Plan (Plan) to the DOT and U.S. Department of
Energy (DOE) [Joint Office of Energy and
Transportation](https://driveelectric.gov) (Joint Office), describing
how the state intends to distribute NEVI funds. The submitted plans must
be established according to [NEVI
guidance](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/nominations/90d_nevi_formula_program_guidance.pdf).

For more information about Colorado's NEVI planning process, see the
CDOT
[NEVI](https://www.codot.gov/programs/innovativemobility/electrification/nevi-plan)
website. To review Colorado's NEVI plan, see the Joint Office [State
Plans for EV Charging](https://driveelectric.gov/state-plans/) website.
",,,false,5,State Incentives,"",2022-09-14 20:30:05 UTC,,,,"",ELEC|PHEV,GNT,"",GOV,"",,
13454,US,Community Clean Energy Support Program,"The U.S. Department of Energy's National Renewable Energy Laboratory
(NREL) provides support to communities to achieve their clean energy
goals through the Energy to Communities (E2C) Program by offering
in-depth partnerships, peer-learning cohorts, and one-on-one matches
with experts. Partners in peer-learning cohorts include [Clean Cities
and Communities](https://afdc.energy.gov/laws/288) coalitions. Eligible
communities include local governments, tribal governments, metropolitan
and regional planning authorities, utilities, community-based
organizations, and entities such as transit agencies, school districts,
housing authorities, and universities. Eligible community clean energy
goal topics include electric vehicles, alternative fuels, and associated
infrastructure. For more information, see NREL's
[E2C](https://www.nrel.gov/state-local-tribal/energy-to-communities)
website.
",,,false,,Programs,U.S. Department of Energy,2024-06-05 13:49:29 UTC,,,,"",BIOD|ETH|ELEC|HEV|HY|NG|NEVS|PHEV|LPG,"","",GOV|OTHER|TRANS|TRIBAL,"",,
13181,OR,Community Electric Vehicle (EV) Charger Grant,"The Oregon Department of Energy (ODOE) administers the Community
Renewable Energy Grant Program, which offers grants to tribal entities,
local governments, port and irrigation districts, and consumer-owned
utilities to plan and develop community renewable energy and energy
resilience projects. Eligible projects include publicly accessible EV
chargers. Grant amounts vary and may cover up to 100% of total project
costs. Half of program funds must be awarded to low-income, underserved,
or rural communities. Grants are awarded on a competitive basis. For
more information, see the ODOE [Community Renewable Energy
Grant](https://www.oregon.gov/energy/Incentives/Pages/CREP.aspx) Program
website.
",,,false,7,State Incentives,"",2023-03-08 17:38:29 UTC,,,,"",ELEC|PHEV,GNT,"",PURCH|GOV|TRIBAL,"",,
13354,WA,Community Electric Vehicle (EV) Charger Grants   ,"The Washington State Department of Commerce offers grants for the
purchase and installation of Level 2 and direct current fast charging
(DC Fast) chargers for use at public, workplace, tribal, and multi-unit
dwelling (MUD) locations. Grants are available in the following amounts:

  EV Charger Type   Maximum Number of Connectors   Base Reward Amount Per Connector   Additional Rebate for Equity Areas   Additional Rebate for Future Proofing
  ----------------- ------------------------------ ---------------------------------- ------------------------------------ -----------------------------------------
  Level 2           20                             \$7,500                            2,500                                \$1,000 per parking spot, up to \$3,000
  DC Fast           6                              \$85,000                           \$25,000                             \$1,000 per parking spot, up to \$3,000

Eligible applicants include multifamily housing locations, retail
electric utilities, non-profits, government entities, and tribal
governments. Low-income applicants will be given funding priority.
Additional terms and conditions apply. For more information, including
application guidelines, see the Washington State Department of Commerce
[Washington State EV Charging Program](https://waevcharging.org/)
website.
",,,false,81,State Incentives,"",2023-10-18 18:19:37 UTC,,,,"",ELEC|PHEV,GNT,"",AFP|FLEET|GOV|MUD|OTHER|TRIBAL,"",,
12928,CT,Connecticut’s National Electric Vehicle Infrastructure (NEVI) Planning,"The U.S. Department of Transportation's (DOT) [NEVI Formula
Program](https://afdc.energy.gov/laws/12744) requires the Connecticut
Department of Transportation (CTDOT) to submit an annual EV
Infrastructure Deployment Plan (Plan) to the DOT and U.S. Department of
Energy (DOE) [Joint Office of Energy and
Transportation](https://driveelectric.gov) (Joint Office), describing
how the state intends to distribute NEVI funds. The submitted plans must
be established according to [NEVI
guidance](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/nominations/90d_nevi_formula_program_guidance.pdf).

For more information about Conneticut's NEVI planning process, see the
CTDOT [NEVI](https://portal.ct.gov/nevi?language=en_US) website. To
review Conneticut's NEVI plan, see the Joint Office [State Plans for EV
Charging](https://driveelectric.gov/state-plans/) website.
",,,false,5,State Incentives,"",2022-09-14 19:35:32 UTC,,,,"",ELEC|PHEV,GNT,"",GOV,"",,
12972,DE,Delaware's National Electric Vehicle Infrastructure (NEVI) Planning,"The U.S. Department of Transportation's (DOT) [NEVI Formula
Program](https://afdc.energy.gov/laws/12744) requires the Delaware
Department of Transportation (DelDOT) to submit an annual EV
Infrastructure Deployment Plan (Plan) to the DOT and U.S. Department of
Energy (DOE) [Joint Office of Energy and
Transportation](https://driveelectric.gov) (Joint Office), describing
how the state intends to distribute NEVI funds. The submitted plans must
be established according to [NEVI
guidance](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/nominations/90d_nevi_formula_program_guidance.pdf).

For more information about Delaware's NEVI planning process, see the
DelDOT [Delaware's Vehicle Electrification
Future](https://deldot.gov/Programs/NEVI/index.shtml) website. To review
Delaware's NEVI plan, see the Joint Office [State Plans for EV
Charging](https://driveelectric.gov/state-plans/) website.
",,,false,6,State Incentives,"",2022-09-14 20:30:46 UTC,,,,"",ELEC|PHEV,GNT,"",GOV,"",,
12346,NM,Diesel Emission Reduction Funding  ,"The New Mexico Environment Department (NMED) provides U.S. Environmental
Protection Agency Diesel Emission Reduction Act (DERA) funding for
heavy-duty on-road new diesel or alternative fuel repowers and
replacements, as well as off-road all-electric repowers and
replacements, with priority to hydrogen fuel cell projects. Vehicles
that qualify for replacement or repower include:

-   School buses;
-   Class 5 transit buses;
-   Class 5-8 heavy-duty vehicles; and,
-   Non-road engines, equipment, or vehicles used in construction, cargo
    handling, agriculture, mining, or energy production.

For more information, see the NMED
[DERA](https://www.env.nm.gov/air-quality/diesel/) website.
",,,false,6,State Incentives,"",2019-12-16 22:45:01 UTC,,,,Vehicle Purchase and Infrastructure Development Incentives,AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,GNT,"",FLEET|GOV,"",,
12400,SD,Diesel Emission Reduction Grants,"The South Dakota Department of Environment and Natural Resources (DENR)
administers the Clean Diesel Grant Program for bus diesel emission
reduction projects. Projects are funded by South Dakota's portion of the
[Volkswagen Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement)
and the U.S. EPA's [Diesel Emission Reduction Act (DERA)
Program](https://www.epa.gov/cleandiesel). For more information,
including how to apply, see the South Dakota DENR [Clean Diesel Grant
Program](https://danr.sd.gov/Environment/AirQuality/CleanDieselProgram/default.aspx)
website.
",,,false,4,State Incentives,"",,,,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,GNT,"",FLEET|GOV,"",,
13357,WA,Diesel Emission Reduction Grants,"The Washington State Department of Ecology offers grants for the
replacement or repower of medium- and heavy-duty diesel refuse trucks,
street sweepers, freight switcher locomotives, port cargo handling
equipment, and forklifts with zero emission vehicles (ZEVs) and
associated infrastructure. Grants are available in the following
amounts:

::: {data-align=""center""}
  Eligible ZEVs                                                        Maximum Grant Amount
  ---------------------------------------------------------- -----------------------------------------
  Zero Emission Refuse Vehicles and Street Sweepers            80% of project costs, up to \$750,000
  Zero Emission Freight Switcher Locomotives                  60% of project costs, up to \$3,500,000
  All-electric Port Cargo Handling Equipment and Forklifts     80% of project costs, up to \$400,000
:::

Eligible applicants include local and state government entities,
utilities, port authorities, school districts, universities, and tribal
governments. Applicants located in environmental justice communities
will be given funding priority. Additional terms and conditions apply.
This program is funded by Washington's portion of the [Volkswagen (VW)
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including application guidelines, see the
Washington State Department of Ecology [VW Enforcement Action
Grants](https://ecology.wa.gov/about-us/payments-contracts-grants/grants-loans/find-a-grant-or-loan/volkswagen-enforcement-action-grants)
website.
",,,false,4,State Incentives,"",2023-10-27 16:23:36 UTC,,,,"",ELEC|HY,GNT,"",AFP|GOV|OTHER|TRIBAL,"",,
13134,PA,Diesel Emission Reduction Grants,"The Pennsylvania Department of Environmental Protection (DEP)
administers the Pennsylvania State Clean Diesel Grant Program for diesel
emission reduction projects. Projects are funded by Pennsylvania's
portion of the Volkswagen Environmental Mitigation Trust and the U.S.
Environmental Protection Agency's Diesel Emission Reduction Act (DERA)
Program. For more information, including funding availability, see the
DEP [Driving PA
Forward](https://storymaps.arcgis.com/stories/6f5db16b8399488a8ef2567e1affa1e2)
website.
",,,false,25,State Incentives,"",2022-12-12 16:57:22 UTC,,,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,GNT,"",FLEET|GOV,"",,
13223,GA,Diesel Emission Reduction Grants,"The Georgia Environmental Protection Division (EPD) provides U.S.
Environmental Protection Agency Diesel Emission Reduction Act funding
for eligible projects that replace existing school buses with
alternative fuel school buses or zero-emission school buses. Eligible
alternative fuels include electricity, natural gas, or propane. For more
information, see the EPD [School Bus
Grants](https://epd.georgia.gov/outreach/grants/school-bus-grants)
website.
",,,false,,State Incentives,"",2023-05-12 19:50:12 UTC,,,,"",ELEC|NG|PHEV|LPG,GNT,"",OTHER,"",,
12307,IL,Diesel Emission Reduction Grants ,"The Illinois Environmental Protection Agency (IEPA) administers the
Driving a Cleaner Illinois program for diesel emission reduction
projects. Projects are funded by Illinois' portion of the [Volkswagen
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement),
the U.S. Environmental Protection Agency's [Diesel Emission Reduction
Act (DERA) Program](https://www.epa.gov/cleandiesel), and the U.S.
Department of Transportation Federal Highway Administration's
[Congestion Mitigation and Air Quality Improvement (CMAQ)
Program](https://www.fhwa.dot.gov/environment/air_quality/cmaq/). For
more information, including funding availability, see the IEPA [Driving
a Cleaner
Illinois](https://epa.illinois.gov/topics/air-quality/driving-a-cleaner-illinois.html)
website.
",,,false,20,State Incentives,"",2019-11-08 16:37:20 UTC,,,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,GNT,"",FLEET|GOV,"",,
12125,IA,Diesel Emission Reduction Project Funding,"The Iowa Department of Transportation (Iowa DOT) provides funding for
the replacement, retrofit, or conversion of medium- and heavy-duty (MHD)
on-road diesel vehicles with new diesel or alternative fuel vehicles.
Grants are also available for off-road diesel vehicle replacements and
repowers. Grants are available for MHD school buses, transit buses, and
trucks. Non-road vehicles and equipment may also be eligible for
funding. Eligible applicants include government, nonprofit, and private
entities that own or operate diesel fleets and equipment. Additional
restrictions apply. This grant program is partially funded by Iowa's
portion of the [Volkswagen Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including eligible vehicles, see the IowaDOT
[Diesel Emission Reduction Act](https://iowadot.gov/dera/) Website.
",,,false,5,State Incentives,"",2018-12-05 18:23:43 UTC,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HEV|HY|NG|LPG,GNT,"",FLEET|GOV,"",,
12992,CO,Diesel Emissions Reduction Grant,"The Colorado Department of Public Health and Environment (CDPHE)
administers the Colorado Clean Diesel Program (CCDP), which provides
funding to private and public entities to replace diesel vehicles and
equipment with all-electric or hybrid-electric equivalents. Eligible
projects include terminal tractors, construction equipment, bucket
trucks, transportation refrigeration units, airport ground support
equipment, lawn mowers, farm tractors, bucket trucks, snow groomers,
idle-reduction technologies, and associated charging infrastructure. A
minimum cost share is required and varies by project technology. CCDP is
funded by the [Diesel Emissions Reduction
Act](https://afdc.energy.gov/laws/389). For more information, see the
[CCDP](http://cocleandiesel.org/) website.
",,,false,38,State Incentives,"",2022-07-10 20:09:22 UTC,,,,"",ELEC|HY|PHEV,GNT,"",FLEET|GOV,"",,
13132,SC,Diesel Emissions Reduction Grants,"The South Carolina Department of Environmental Services (DES) provides
U.S. Environmental Protection Agency Diesel Emission Reduction Act
(DERA) funding for projects that reduce diesel emissions in South
Carolina. Funding for eligible project costs is available to
universities, private organizations, businesses, and local government
entities that reduce diesel emissions by retrofitting engines,
installing idle reduction technologies, or replacing vehicles and
equipment. Additional terms and conditions apply. For more information,
including funding amounts and how to apply, see the DES [DERA
Grants](https://des.sc.gov/business/businesses-and-communities-go-green/environmental-loans-grants-businesses-communities/south-carolina-diesel-emissions-reduction-act-dera-grants)
website.
",,,false,40,State Incentives,"",2022-12-09 21:14:35 UTC,,,,"",AFTMKTCONV|ELEC|EFFEC|IR|PHEV,GNT,"",FLEET|GOV|OTHER|TRANS,"",,
13224,AR,Diesel Emissions Reduction Grants,"The Arkansas Division of Environmental Quality (DEQ) provides U.S.
Environmental Protection Agency Diesel Emissions Reduction Act funding
for projects that reduce emissions from medium- and heavy-duty vehicles.
Funding is available for projects that reduce diesel emissions by
employing exhaust controls, engine upgrades, idling reduction
technologies, engine replacements, or vehicle and equipment
replacements. Additional terms and conditions apply. For more
information, including how to apply, see the DEQ [What is Go
RED](https://www.adeq.state.ar.us/air/planning/gored/) webpage.
",,,false,,State Incentives,"",2023-05-12 19:54:23 UTC,,,,"",AFTMKTCONV|ELEC|IR,GNT,"",FLEET|GOV|OTHER,"",,
11667,NH,Diesel Emissions Reduction Grants,"The New Hampshire Department of Environmental Services (NHDES) provides
U.S. Environmental Protection Agency Diesel Emissions Reduction Act
(DERA) funding for projects that reduce diesel emissions in New
Hampshire. Funding for up to 100% of eligible project costs is available
for businesses, schools and school districts, municipalities, marine
operators, public and private transit companies, and local or state
agencies that reduce diesel emissions by converting engines to
alternative fuels, retrofitting exhaust controls, purchasing new
vehicles, or adding idle reduction equipment. Eligible alternative fuels
include propane, compressed natural gas, and electricity. Grants will be
awarded on a competitive basis, with equity and environmental justice
considerations as part of the evaluation criteria. For more information,
including funding amounts and how to apply, see the NHDES [New Hampshire
DERA
Project](https://www.des.nh.gov/business-and-community/loans-and-grants/dera)
website.
",,,false,5,State Incentives,"",2015-11-13 18:59:58 UTC,,,,"",AFTMKTCONV|ELEC|EFFEC|IR|NG|OTHER|PHEV|LPG,GNT,"",MAN|FLEET|GOV|TRANS,"",,
12591,MA,Diesel Emissions Reductions Grants,"The Massachusetts Department of Environmental Protection (MassDEP)
provides U.S. Environmental Protection Agency Diesel Emissions Reduction
Act (DERA) funding for projects that reduce diesel emissions in
Massachusetts. Funding for eligible project costs is available for local
or state agencies and public colleges and universities that reduce
diesel emissions by converting engines to alternative fuels,
retrofitting exhaust controls, purchasing new vehicles, or adding idle
reduction equipment. MassDEP prioritizes projects that benefit
environmental justice communities. Additional terms and conditions
apply. For more information, including funding amounts and how to apply,
see the MassDEP [Apply for a DERA Open Solicitation
Grant](https://www.mass.gov/how-to/apply-for-a-diesel-emissions-reduction-act-dera-open-solicitation-grant)
website.
",,,false,3,State Incentives,"",2021-06-11 19:57:48 UTC,,,,"",AFTMKTCONV|ELEC|EFFEC|HEV|HY|IR|NG|LPG,GNT,"",MAN|GOV|OTHER|TRANS,"",,
13145,CT,Diesel Emissions Reductions Grants,"The Connecticut Department of Energy and Environmental Protection (DEEP)
provides U.S. Environmental Protection Agency Diesel Emissions Reduction
Act (DERA) funding for projects that reduce diesel emissions in
Connecticut. Funding for eligible project costs is available for
government agencies organizations, and businesses that reduce diesel
emissions by converting engines to alternative fuels, retrofitting
exhaust controls, purchasing new vehicles, or adding idle reduction
equipment. DEEP prioritizes projects that benefit environmental justice
communities. Additional terms and conditions apply. For more
information, including funding amounts and how to apply, see the DEEP
[DERA Grants](https://portal.ct.gov/DEEP/Air/Mobile-Sources/DERA-Grants)
website.
",,,false,18,State Incentives,"",2022-12-23 18:11:15 UTC,,,,"",AFTMKTCONV|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,GNT,"",MAN|FLEET|GOV|OTHER|TRANS,"",,
10795,IN,Diesel Vehicle Retrofit and Improvement Grants,"The Indiana Department of Environmental Management (IDEM) administers
the DieselWise Indiana grant programs to support projects that reduce
diesel emissions. DieselWise provides grants ranging from \$50,000 to
\$1,000,000 for projects throughout the state. Eligible applicants
include private and public entities that operate diesel powered
equipment. Eligible projects include replacing or converting a diesel
vehicle or vehicle component with one that operates on alternative fuel,
as well as installing exhaust retrofit technologies, idle reduction
technologies, aerodynamic technologies, and low rolling resistance
tires. For more information see the IDEM
[DieselWise](https://www.in.gov/idem/airquality/dieselwise/) website.
",,,false,15,State Incentives,"",2017-06-12 21:25:44 UTC,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,GNT,"",FLEET|GOV,"",,
